Year,Ceremony,Award,Winner,Recipient,Song,Film,IMDBid
1985,58,Cinematography,1,David Watkin,,Out of Africa,tt0089755
1985,58,Directing,1,Sydney Pollack,,Out of Africa,tt0089755
1985,58,Music (Original Score),1,John Barry,,Out of Africa,tt0089755
1985,58,Sound,1,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",,Out of Africa,tt0089755
1985,58,Writing (Screenplay Based on Material from Another Medium),1,Kurt Luedtke,,Out of Africa,tt0089755
1985,58,Actress in a Supporting Role,1,Anjelica Huston,,Prizzi's Honor,
1985,58,Costume Design,1,Emi Wada,,Ran,
1985,58,Foreign Language Film,1,Argentina,,The Official Story,
1985,58,Actress in a Leading Role,1,Geraldine Page,,The Trip to Bountiful,
1985,58,Music (Original Song),1,Music and Lyric by Lionel Richie,"""Say You, Say Me""",White Nights,
1985,58,Film Editing,1,Thom Noble,,Witness,
1985,58,Writing (Screenplay Written Directly for the Screen),1,"Screenplay by Earl W. Wallace, William Kelley; Story by William Kelley, Pamela Wallace, Earl W. Wallace",,Witness,
1985,58,Documentary (Short Subject),1,"David Goodman, Producer",,Witness to War: Dr. Charlie Clements,
1986,59,Music (Original Score),1,Herbie Hancock,,'Round Midnight,
1986,59,Short Film (Animated),1,"Linda Van Tulden and Willem Thijssen, Producers",,A Greek Tragedy,
1986,59,Art Direction,1,"Art Direction: Gianni Quaranta, Brian Ackland-Snow; Set Decoration: Brian Savegar, Elio Altamura",,A Room with a View,
1986,59,Costume Design,1,"Jenny Beavan, John Bright",,A Room with a View,
1986,59,Writing (Screenplay Based on Material from Another Medium),1,Ruth Prawer Jhabvala,,A Room with a View,
1986,59,Sound Effects Editing,1,Don Sharpe,,Aliens,
1986,59,Visual Effects,1,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",,Aliens,
1986,59,Documentary (Feature),1,"Brigitte Berman, Producer",,Artie Shaw: Time Is All You've Got,
1986,59,Actress in a Leading Role,1,Marlee Matlin,,Children of a Lesser God,
1986,59,Documentary (Feature),1,"Joseph Feury and Milton Justice, Producers",,Down and Out in America,
1986,59,Actor in a Supporting Role,1,Michael Caine,,Hannah and Her Sisters,
1986,59,Actress in a Supporting Role,1,Dianne Wiest,,Hannah and Her Sisters,
1986,59,Writing (Screenplay Written Directly for the Screen),1,Woody Allen,,Hannah and Her Sisters,
1986,59,Honorary Award,1,Ralph Bellamy,,NA,NA
1986,59,Irving G. Thalberg Memorial Award,1,Steven Spielberg,,NA,NA
1986,59,Medal of Commendation,1,E. M. (Al) Lewis,,NA,NA
1986,59,Best Picture,1,"Arnold Kopelson, Producer",,Platoon,
1986,59,Directing,1,Oliver Stone,,Platoon,
1986,59,Film Editing,1,Claire Simpson,,Platoon,
1986,59,Sound,1,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",,Platoon,
1986,59,Short Film (Live Action),1,"Chuck Workman, Producer",,Precious Images,
1986,59,Foreign Language Film,1,The Netherlands,,The Assault,
1986,59,Actor in a Leading Role,1,Paul Newman,,The Color of Money,
1986,59,Makeup,1,"Chris Walas, Stephan Dupuis",,The Fly,
1986,59,Cinematography,1,Chris Menges,,The Mission,
1986,59,Music (Original Song),1,Music by Giorgio Moroder; Lyric by Tom Whitlock,"""Take My Breath Away""",Top Gun,
1986,59,Documentary (Short Subject),1,"Vivienne Verdon-Roe, Producer",,"Women--for America, for the World",
1987,60,Foreign Language Film,1,Denmark,,Babette's Feast,
1987,60,Music (Original Song),1,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte","""(I've Had) The Time Of My Life""",Dirty Dancing,
1987,60,Makeup,1,Rick Baker,,Harry and the Hendersons,
1987,60,Visual Effects,1,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",,Innerspace,
1987,60,Actress in a Leading Role,1,Cher,,Moonstruck,
1987,60,Actress in a Supporting Role,1,Olympia Dukakis,,Moonstruck,
1987,60,Writing (Screenplay Written Directly for the Screen),1,John Patrick Shanley,,Moonstruck,
1987,60,Gordon E. Sawyer Award,1,Fred Hynes,,NA,NA
1987,60,Irving G. Thalberg Memorial Award,1,Billy Wilder,,NA,NA
1987,60,Short Film (Live Action),1,"Jonathan Sanger and Jana Sue Memel, Producers",,Ray's Male Heterosexual Dance Hall,
1987,60,Special Achievement Award (Sound Effects Editing),1,RoboCop,,"Stephen Flick, John Pospisil",
1987,60,Art Direction,1,"Art Direction: Ferdinando Scarfiotti; Set Decoration: Bruno Cesari, Osvaldo Desideri",,The Last Emperor,tt0093389
1987,60,Best Picture,1,"Jeremy Thomas, Producer",,The Last Emperor,tt0093389
1987,60,Cinematography,1,Vittorio Storaro,,The Last Emperor,tt0093389
1987,60,Costume Design,1,James Acheson,,The Last Emperor,tt0093389
1987,60,Directing,1,Bernardo Bertolucci,,The Last Emperor,tt0093389
1987,60,Film Editing,1,Gabriella Cristiani,,The Last Emperor,tt0093389
1987,60,Music (Original Score),1,"Ryuichi Sakamoto, David Byrne, Cong Su",,The Last Emperor,tt0093389
1987,60,Sound,1,"Bill Rowe, Ivan Sharrock",,The Last Emperor,tt0093389
1987,60,Writing (Screenplay Based on Material from Another Medium),1,"Mark Peploe, Bernardo Bertolucci",,The Last Emperor,tt0093389
1987,60,Short Film (Animated),1,"Frédéric Back, Producer",,The Man Who Planted Trees,
1987,60,Documentary (Feature),1,"Aviva Slesin, Producer",,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,
1987,60,Actor in a Supporting Role,1,Sean Connery,,The Untouchables,
1987,60,Actor in a Leading Role,1,Michael Douglas,,Wall Street,
1987,60,Documentary (Short Subject),1,"Sue Marx and Pamela Conn, Producers",,Young at Heart,
1988,61,Actor in a Supporting Role,1,Kevin Kline,,A Fish Called Wanda,
1988,61,Makeup,1,"Ve Neill, Steve La Porte, Robert Short",,Beetlejuice,
1988,61,Sound,1,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",,Bird,
1988,61,Art Direction,1,Art Direction: Stuart Craig; Set Decoration: Gerard James,,Dangerous Liaisons,
1988,61,Costume Design,1,James Acheson,,Dangerous Liaisons,
1988,61,Writing (Screenplay Based on Material from Another Medium),1,Christopher Hampton,,Dangerous Liaisons,
1988,61,Documentary (Feature),1,"Marcel Ophuls, Producer",,Hotel Terminus: The Life and Times of Klaus Barbie,
1988,61,Cinematography,1,Peter Biziou,,Mississippi Burning,
1988,61,Gordon E. Sawyer Award,1,Gordon Henry Cook,,NA,NA
1988,61,Honorary Award,1,The National Film Board of Canada,,NA,NA
1988,61,Honorary Award,1,Eastman Kodak Company,,NA,NA
1988,61,Foreign Language Film,1,Denmark,,Pelle the Conqueror,
1988,61,Actor in a Leading Role,1,Dustin Hoffman,,Rain Man,
1988,61,Best Picture,1,"Mark Johnson, Producer",,Rain Man,
1988,61,Directing,1,Barry Levinson,,Rain Man,
1988,61,Writing (Screenplay Written Directly for the Screen),1,"Screenplay by Ronald Bass, Barry Morrow; Story by Barry Morrow",,Rain Man,
1988,61,Actress in a Supporting Role,1,Geena Davis,,The Accidental Tourist,
1988,61,Actress in a Leading Role,1,Jodie Foster,,The Accused,
1988,61,Short Film (Live Action),1,"Dean Parisot, Steven Wright",,The Appointments of Dennis Jennings,
1988,61,Music (Original Score),1,Dave Grusin,,The Milagro Beanfield War,
1988,61,Short Film (Animated),1,"John Lasseter, William Reeves",,Tin Toy,
1988,61,Film Editing,1,Arthur Schmidt,,Who Framed Roger Rabbit,
1988,61,Sound Effects Editing,1,"Charles L. Campbell, Louis L. Edemann",,Who Framed Roger Rabbit,
1988,61,Special Achievement Award,1,Richard Williams,,Who Framed Roger Rabbit,
1988,61,Visual Effects,1,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",,Who Framed Roger Rabbit,
1988,61,Music (Original Song),1,Music and Lyric by Carly Simon,"""Let The River Run""",Working Girl,
1988,61,Documentary (Short Subject),1,"William Guttentag and Malcolm Clarke, Producers",,You Don't Have to Die,
1989,62,Short Film (Animated),1,"Christoph Lauenstein, Wolfgang Lauenstein",,Balance,
1989,62,Art Direction,1,Art Direction: Anton Furst; Set Decoration: Peter Young,,Batman,
1989,62,Directing,1,Oliver Stone,,Born on the Fourth of July,
1989,62,Film Editing,1,"David Brenner, Joe Hutshing",,Born on the Fourth of July,
1989,62,Foreign Language Film,1,Italy,,Cinema Paradiso,
1989,62,Documentary (Feature),1,"Robert Epstein and Bill Couturié, Producers",,Common Threads: Stories from the Quilt,
1989,62,Writing (Screenplay Written Directly for the Screen),1,Tom Schulman,,Dead Poets Society,
1989,62,Actress in a Leading Role,1,Jessica Tandy,,Driving Miss Daisy,
1989,62,Best Picture,1,"Richard D. Zanuck and Lili Fini Zanuck, Producers",,Driving Miss Daisy,
1989,62,Makeup,1,"Manlio Rocchetti, Lynn Barber, Kevin Haney",,Driving Miss Daisy,
1989,62,Writing (Screenplay Based on Material from Another Medium),1,Alfred Uhry,,Driving Miss Daisy,
1989,62,Actor in a Supporting Role,1,Denzel Washington,,Glory,
1989,62,Cinematography,1,Freddie Francis,,Glory,
1989,62,Sound,1,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",,Glory,
1989,62,Costume Design,1,Phyllis Dalton,,Henry V,
1989,62,Sound Effects Editing,1,"Ben Burtt, Richard Hymns",,Indiana Jones and the Last Crusade,
1989,62,Actor in a Leading Role,1,Daniel Day Lewis,,My Left Foot,
1989,62,Actress in a Supporting Role,1,Brenda Fricker,,My Left Foot,
1989,62,Award of Commendation,1,The Academy of Motion Picture Arts and Sciences' Board of Governors,,NA,NA
1989,62,Gordon E. Sawyer Award,1,Pierre Angenieux,,NA,NA
1989,62,Honorary Award,1,Akira Kurosawa,,NA,NA
1989,62,Jean Hersholt Humanitarian Award,1,Howard W. Koch,,NA,NA
1989,62,Visual Effects,1,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",,The Abyss,
1989,62,Documentary (Short Subject),1,"Charles Guggenheim, Producer",,The Johnstown Flood,
1989,62,Music (Original Song),1,Music by Alan Menken; Lyric by Howard Ashman,"""Under The Sea""",The Little Mermaid,
1989,62,Music (Original Score),1,Alan Menken,,The Little Mermaid,
1989,62,Short Film (Live Action),1,James Hendrie,,Work Experience,
1990,63,Documentary (Feature),1,"Barbara Kopple and Arthur Cohn, Producers",,American Dream,tt0099028
1990,63,Short Film (Animated),1,Nick Park,,Creature Comforts,
1990,63,Costume Design,1,Franca Squarciapino,,Cyrano de Bergerac,
1990,63,Best Picture,1,"Jim Wilson and Kevin Costner, Producers",,Dances With Wolves,tt0099348
1990,63,Cinematography,1,Dean Semler,,Dances With Wolves,tt0099348
1990,63,Directing,1,Kevin Costner,,Dances With Wolves,tt0099348
1990,63,Film Editing,1,Neil Travis,,Dances With Wolves,tt0099348
1990,63,Music (Original Score),1,John Barry,,Dances With Wolves,tt0099348
1990,63,Sound,1,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",,Dances With Wolves,tt0099348
1990,63,Writing (Screenplay Based on Material from Another Medium),1,Michael Blake,,Dances With Wolves,tt0099348
1990,63,Documentary (Short Subject),1,"Steven Okazaki, Producer",,Days of Waiting,
1990,63,Music (Original Song),1,Music and Lyric by Stephen Sondheim,"""Sooner Or Later (I Always Get My Man)""",Dick Tracy,
1990,63,Art Direction,1,Art Direction: Richard Sylbert; Set Decoration: Rick Simpson,,Dick Tracy,
1990,63,Makeup,1,"John Caglione, Jr., Doug Drexler",,Dick Tracy,
1990,63,Special Achievement Award (Visual Effects),1,Total Recall,,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",
1990,63,Actress in a Supporting Role,1,Whoopi Goldberg,,Ghost,
1990,63,Writing (Screenplay Written Directly for the Screen),1,Bruce Joel Rubin,,Ghost,
1990,63,Actor in a Supporting Role,1,Joe Pesci,,Good Fellas,
1990,63,Foreign Language Film,1,Switzerland,,Journey of Hope,
1990,63,Actress in a Leading Role,1,Kathy Bates,,Misery,
1990,63,Gordon E. Sawyer Award,1,Stefan Kudelski,,NA,NA
1990,63,Honorary Award,1,Sophia Loren,,NA,NA
1990,63,Honorary Award,1,Myrna Loy,,NA,NA
1990,63,Irving G. Thalberg Memorial Award,1,David Brown and Richard D. Zanuck,,NA,NA
1990,63,Medal of Commendation,1,Roderick T. Ryan,,NA,NA
1990,63,Medal of Commendation,1,Don Trumbull,,NA,NA
1990,63,Medal of Commendation,1,Geoffrey H. Williamson,,NA,NA
1990,63,Actor in a Leading Role,1,Jeremy Irons,,Reversal of Fortune,
1990,63,Sound Effects Editing,1,"Cecelia Hall, George Watters II",,The Hunt for Red October,
1990,63,Short Film (Live Action),1,Adam Davidson,,The Lunch Date,
1991,64,Music (Original Song),1,Music by Alan Menken; Lyric by Howard Ashman,"""Beauty And The Beast""",Beauty and the Beast,
1991,64,Music (Original Score),1,Alan Menken,,Beauty and the Beast,
1991,64,Art Direction,1,Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh,,Bugsy,
1991,64,Costume Design,1,Albert Wolsky,,Bugsy,
1991,64,Actor in a Supporting Role,1,Jack Palance,,City Slickers,
1991,64,Documentary (Short Subject),1,"Debra Chasnoff, Producer",,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",
1991,64,Documentary (Feature),1,"Allie Light and Irving Saraf, Producers",,In the Shadow of the Stars,
1991,64,Cinematography,1,Robert Richardson,,JFK,
1991,64,Film Editing,1,"Joe Hutshing, Pietro Scalia",,JFK,
1991,64,Short Film (Animated),1,Daniel Greaves,,Manipulation,
1991,64,Foreign Language Film,1,Italy,,Mediterraneo,
1991,64,Award of Commendation,1,"Pete Comandini, Richard T. Dayton, Donald Hagans and Richard T. Ryan of YCM Laboratories",,NA,NA
1991,64,Gordon E. Sawyer Award,1,Ray Harryhausen,,NA,NA
1991,64,Honorary Award,1,Satyajit Ray,,NA,NA
1991,64,Irving G. Thalberg Memorial Award,1,George Lucas,,NA,NA
1991,64,Medal of Commendation,1,Richard J. Stumpf,,NA,NA
1991,64,Medal of Commendation,1,Joseph Westheimer,,NA,NA
1991,64,Short Film (Live Action),1,"Seth Winston, Rob Fried",,Session Man,
1991,64,Makeup,1,"Stan Winston, Jeff Dawn",,Terminator 2: Judgment Day,tt0103064
1991,64,Sound,1,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",,Terminator 2: Judgment Day,tt0103064
1991,64,Sound Effects Editing,1,"Gary Rydstrom, Gloria S. Borders",,Terminator 2: Judgment Day,tt0103064
1991,64,Visual Effects,1,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",,Terminator 2: Judgment Day,tt0103064
1991,64,Actress in a Supporting Role,1,Mercedes Ruehl,,The Fisher King,
1991,64,Actor in a Leading Role,1,Anthony Hopkins,,The Silence of the Lambs,tt0102926
1991,64,Actress in a Leading Role,1,Jodie Foster,,The Silence of the Lambs,tt0102926
1991,64,Best Picture,1,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",,The Silence of the Lambs,tt0102926
1991,64,Directing,1,Jonathan Demme,,The Silence of the Lambs,tt0102926
1991,64,Writing (Screenplay Based on Material Previously Produced or Published),1,Ted Tally,,The Silence of the Lambs,tt0102926
1991,64,Writing (Screenplay Written Directly for the Screen),1,Callie Khouri,,Thelma & Louise,
1992,65,Cinematography,1,Philippe Rousselot,,A River Runs through It,
1992,65,Music (Original Song),1,Music by Alan Menken; Lyric by Tim Rice,"""A Whole New World""",Aladdin,
1992,65,Music (Original Score),1,Alan Menken,,Aladdin,
1992,65,Costume Design,1,Eiko Ishioka,,Bram Stoker's Dracula,
1992,65,Makeup,1,"Greg Cannom, Michèle Burke, Matthew W. Mungle",,Bram Stoker's Dracula,
1992,65,Sound Effects Editing,1,"Tom C. McCarthy, David E. Stone",,Bram Stoker's Dracula,
1992,65,Visual Effects,1,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",,Death Becomes Her,
1992,65,Documentary (Short Subject),1,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",,Educating Peter,
1992,65,Actress in a Leading Role,1,Emma Thompson,,Howards End,
1992,65,Art Direction,1,Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,,Howards End,
1992,65,Writing (Screenplay Based on Material Previously Produced or Published),1,Ruth Prawer Jhabvala,,Howards End,
1992,65,Foreign Language Film,1,France,,Indochine,
1992,65,Short Film (Animated),1,Joan C. Gratz,,Mona Lisa Descending a Staircase,
1992,65,Actress in a Supporting Role,1,Marisa Tomei,,My Cousin Vinny,
1992,65,Award of Commendation,1,The International Alliance of Theatrical Stage Employees,,NA,NA
1992,65,Gordon E. Sawyer Award,1,Erich Kaestner,,NA,NA
1992,65,Honorary Award,1,Federico Fellini,,NA,NA
1992,65,Jean Hersholt Humanitarian Award,1,Audrey Hepburn,,NA,NA
1992,65,Jean Hersholt Humanitarian Award,1,Elizabeth Taylor,,NA,NA
1992,65,Medal of Commendation,1,Petro Vlahos,,NA,NA
1992,65,Short Film (Live Action),1,Sam Karmann,,Omnibus,
1992,65,Actor in a Leading Role,1,Al Pacino,,Scent of a Woman,
1992,65,Writing (Screenplay Written Directly for the Screen),1,Neil Jordan,,The Crying Game,
1992,65,Sound,1,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",,The Last of the Mohicans,t0104691
1992,65,Documentary (Feature),1,"Barbara Trent and David Kasper, Producers",,The Panama Deception,
1992,65,Actor in a Supporting Role,1,Gene Hackman,,Unforgiven,
1992,65,Best Picture,1,"Clint Eastwood, Producer",,Unforgiven,
1992,65,Directing,1,Clint Eastwood,,Unforgiven,
1992,65,Film Editing,1,Joel Cox,,Unforgiven,
1993,66,Foreign Language Film,1,Spain,,Belle Epoque,
1993,66,Short Film (Live Action),1,Pepe Danquart,,Black Rider (Schwarzfahrer),
1993,66,Documentary (Short Subject),1,"Margaret Lazarus, Renner Wunderlich",,Defending Our Lives,
1993,66,Documentary (Feature),1,"Susan Raymond, Alan Raymond",,I Am a Promise: The Children of Stanton Elementary School,
1993,66,Sound,1,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",,Jurassic Park,
1993,66,Sound Effects Editing,1,"Gary Rydstrom, Richard Hymns",,Jurassic Park,
1993,66,Visual Effects,1,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",,Jurassic Park,
1993,66,Makeup,1,"Greg Cannom, Ve Neill, Yolanda Toussieng",,Mrs. Doubtfire,
1993,66,Gordon E. Sawyer Award,1,Petro Vlahos,,NA,NA
1993,66,Honorary Award,1,Deborah Kerr,,NA,NA
1993,66,Jean Hersholt Humanitarian Award,1,Paul Newman,,NA,NA
1993,66,Music (Original Song),1,Music and Lyric by Bruce Springsteen,"""Streets Of Philadelphia""",Philadelphia,
1993,66,Actor in a Leading Role,1,Tom Hanks,,Philadelphia,
1993,66,Art Direction,1,Art Direction: Allan Starski; Set Decoration: Ewa Braun,,Schindler's List,tt0108052
1993,66,Best Picture,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",,Schindler's List,tt0108052
1993,66,Cinematography,1,Janusz Kaminski,,Schindler's List,tt0108052
1993,66,Directing,1,Steven Spielberg,,Schindler's List,tt0108052
1993,66,Film Editing,1,Michael Kahn,,Schindler's List,tt0108052
1993,66,Music (Original Score),1,John Williams,,Schindler's List,tt0108052
1993,66,Writing (Screenplay Based on Material Previously Produced or Published),1,Steven Zaillian,,Schindler's List,tt0108052
1993,66,Costume Design,1,Gabriella Pescucci,,The Age of Innocence,
