"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"1986",59,"Costume Design",1,"Jenny Beavan, John Bright",NA,"A Room with a View",NA,"tt0091867","1985","117 min"
"1986",59,"Writing (Screenplay Based on Material from Another Medium)",1,"Ruth Prawer Jhabvala",NA,"A Room with a View",NA,"tt0091867","1985","117 min"
"1986",59,"Sound Effects Editing",1,"Don Sharpe",NA,"Aliens",NA,"tt0090605","1986","137 min"
"1986",59,"Visual Effects",1,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",NA,"Aliens",NA,"tt0090605","1986","137 min"
"1986",59,"Documentary (Feature)",1,"Brigitte Berman, Producer",NA,"Artie Shaw: Time Is All You've Got",NA,"tt0088740","1985","114 min"
"1986",59,"Actress in a Leading Role",1,"Marlee Matlin",NA,"Children of a Lesser God",NA,"tt0090830","1986","119 min"
"1986",59,"Documentary (Feature)",1,"Joseph Feury and Milton Justice, Producers",NA,"Down and Out in America",NA,"tt0090965","1986","57 min"
"1986",59,"Actor in a Supporting Role",1,"Michael Caine",NA,"Hannah and Her Sisters",NA,"tt0091167","1986","107 min"
"1986",59,"Actress in a Supporting Role",1,"Dianne Wiest",NA,"Hannah and Her Sisters",NA,"tt0091167","1986","107 min"
"1986",59,"Writing (Screenplay Written Directly for the Screen)",1,"Woody Allen",NA,"Hannah and Her Sisters",NA,"tt0091167","1986","107 min"
"1986",59,"Best Picture",1,"Arnold Kopelson, Producer",NA,"Platoon",NA,"tt0091763","1986","120 min"
"1986",59,"Directing",1,"Oliver Stone",NA,"Platoon",NA,"tt0091763","1986","120 min"
"1986",59,"Film Editing",1,"Claire Simpson",NA,"Platoon",NA,"tt0091763","1986","120 min"
"1986",59,"Sound",1,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",NA,"Platoon",NA,"tt0091763","1986","120 min"
"1986",59,"Short Film (Live Action)",1,"Chuck Workman, Producer",NA,"Precious Images",NA,"tt0091787","1986","8 min"
"1986",59,"Foreign Language Film",1,"The Netherlands",NA,"The Assault",NA,"tt0090576","1986","144 min"
"1986",59,"Actor in a Leading Role",1,"Paul Newman",NA,"The Color of Money",NA,"tt0090863","1986","119 min"
"1986",59,"Makeup",1,"Chris Walas, Stephan Dupuis",NA,"The Fly",NA,"tt0091064","1986","96 min"
"1986",59,"Makeup",1,"Chris Walas, Stephan Dupuis",NA,"The Fly",NA,"tt0081040","1980","3 min"
"1986",59,"Cinematography",1,"Chris Menges",NA,"The Mission",NA,"tt0091530","1986","125 min"
"1986",59,"Music (Original Song)",1,"Music by Giorgio Moroder; Lyric by Tom Whitlock","""Take My Breath Away""","Top Gun",NA,"tt0092099","1986","110 min"
"1986",59,"Documentary (Short Subject)",1,"Vivienne Verdon-Roe, Producer",NA,"Women--for America, for the World",NA,NA,NA,NA
"1987",60,"Foreign Language Film",1,"Denmark",NA,"Babette's Feast",NA,"tt0092603","1987","103 min"
"1987",60,"Music (Original Song)",1,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte","""(I've Had) The Time Of My Life""","Dirty Dancing",NA,"tt0092890","1987","100 min"
"1987",60,"Makeup",1,"Rick Baker",NA,"Harry and the Hendersons",NA,"tt0093148","1987","110 min"
"1987",60,"Visual Effects",1,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",NA,"Innerspace",NA,"tt0093260","1987","120 min"
"1987",60,"Actress in a Leading Role",1,"Cher",NA,"Moonstruck",NA,"tt0093565","1987","102 min"
"1987",60,"Actress in a Supporting Role",1,"Olympia Dukakis",NA,"Moonstruck",NA,"tt0093565","1987","102 min"
"1987",60,"Writing (Screenplay Written Directly for the Screen)",1,"John Patrick Shanley",NA,"Moonstruck",NA,"tt0093565","1987","102 min"
"1987",60,"Short Film (Live Action)",1,"Jonathan Sanger and Jana Sue Memel, Producers",NA,"Ray's Male Heterosexual Dance Hall",NA,"tt0093826","1987","23 min"
"1987",60,"Special Achievement Award (Sound Effects Editing)",1,"RoboCop",NA,"Stephen Flick, John Pospisil",NA,NA,NA,NA
"1987",60,"Short Film (Animated)",1,"Frédéric Back, Producer",NA,"The Man Who Planted Trees",NA,"tt0093488","1987","30 min"
"1987",60,"Documentary (Feature)",1,"Aviva Slesin, Producer",NA,"The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table",NA,NA,NA,NA
"1987",60,"Actor in a Supporting Role",1,"Sean Connery",NA,"The Untouchables",NA,"tt0094226","1987","119 min"
"1987",60,"Actor in a Leading Role",1,"Michael Douglas",NA,"Wall Street",NA,"tt0094291","1987","126 min"
"1987",60,"Documentary (Short Subject)",1,"Sue Marx and Pamela Conn, Producers",NA,"Young at Heart",NA,"tt0094363","1987","29 min"
"1988",61,"Actor in a Supporting Role",1,"Kevin Kline",NA,"A Fish Called Wanda",NA,"tt0095159","1988","108 min"
"1988",61,"Makeup",1,"Ve Neill, Steve La Porte, Robert Short",NA,"Beetlejuice",NA,"tt0094721","1988","92 min"
"1988",61,"Sound",1,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",NA,"Bird",NA,"tt0094747","1988","161 min"
"1988",61,"Art Direction",1,"Art Direction: Stuart Craig; Set Decoration: Gerard James",NA,"Dangerous Liaisons",NA,"tt0094947","1988","119 min"
"1988",61,"Costume Design",1,"James Acheson",NA,"Dangerous Liaisons",NA,"tt0094947","1988","119 min"
"1988",61,"Writing (Screenplay Based on Material from Another Medium)",1,"Christopher Hampton",NA,"Dangerous Liaisons",NA,"tt0094947","1988","119 min"
"1988",61,"Documentary (Feature)",1,"Marcel Ophuls, Producer",NA,"Hotel Terminus: The Life and Times of Klaus Barbie",NA,NA,NA,NA
"1988",61,"Cinematography",1,"Peter Biziou",NA,"Mississippi Burning",NA,"tt0095647","1988","128 min"
"1988",61,"Foreign Language Film",1,"Denmark",NA,"Pelle the Conqueror",NA,"tt0093713","1987","157 min"
"1988",61,"Actor in a Leading Role",1,"Dustin Hoffman",NA,"Rain Man",NA,"tt0095953","1988","133 min"
"1988",61,"Best Picture",1,"Mark Johnson, Producer",NA,"Rain Man",NA,"tt0095953","1988","133 min"
"1988",61,"Directing",1,"Barry Levinson",NA,"Rain Man",NA,"tt0095953","1988","133 min"
"1988",61,"Writing (Screenplay Written Directly for the Screen)",1,"Screenplay by Ronald Bass, Barry Morrow; Story by Barry Morrow",NA,"Rain Man",NA,"tt0095953","1988","133 min"
"1988",61,"Actress in a Supporting Role",1,"Geena Davis",NA,"The Accidental Tourist",NA,"tt0094606","1988","121 min"
"1988",61,"Actress in a Leading Role",1,"Jodie Foster",NA,"The Accused",NA,"tt0094608","1988","111 min"
"1988",61,"Short Film (Live Action)",1,"Dean Parisot, Steven Wright",NA,"The Appointments of Dennis Jennings",NA,"tt0094670","1988","29 min"
"1988",61,"Music (Original Score)",1,"Dave Grusin",NA,"The Milagro Beanfield War",NA,"tt0095638","1988","117 min"
"1988",61,"Short Film (Animated)",1,"John Lasseter, William Reeves",NA,"Tin Toy",NA,"tt0096273","1988","5 min"
"1988",61,"Film Editing",1,"Arthur Schmidt",NA,"Who Framed Roger Rabbit",NA,"tt0096438","1988","104 min"
"1988",61,"Sound Effects Editing",1,"Charles L. Campbell, Louis L. Edemann",NA,"Who Framed Roger Rabbit",NA,"tt0096438","1988","104 min"
"1988",61,"Special Achievement Award",1,"Richard Williams",NA,"Who Framed Roger Rabbit",NA,"tt0096438","1988","104 min"
"1988",61,"Visual Effects",1,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",NA,"Who Framed Roger Rabbit",NA,"tt0096438","1988","104 min"
"1988",61,"Music (Original Song)",1,"Music and Lyric by Carly Simon","""Let The River Run""","Working Girl",NA,"tt0096463","1988","113 min"
"1988",61,"Documentary (Short Subject)",1,"William Guttentag and Malcolm Clarke, Producers",NA,"You Don't Have to Die",NA,"tt0096484","1988","27 min"
"1989",62,"Short Film (Animated)",1,"Christoph Lauenstein, Wolfgang Lauenstein",NA,"Balance",NA,"tt0096880","1989","7 min"
"1989",62,"Art Direction",1,"Art Direction: Anton Furst; Set Decoration: Peter Young",NA,"Batman",NA,"tt0096895","1989","126 min"
"1989",62,"Directing",1,"Oliver Stone",NA,"Born on the Fourth of July",NA,"tt0096969","1989","145 min"
"1989",62,"Film Editing",1,"David Brenner, Joe Hutshing",NA,"Born on the Fourth of July",NA,"tt0096969","1989","145 min"
"1989",62,"Foreign Language Film",1,"Italy",NA,"Cinema Paradiso",NA,"tt0095765","1988","155 min"
"1989",62,"Documentary (Feature)",1,"Robert Epstein and Bill Couturié, Producers",NA,"Common Threads: Stories from the Quilt",NA,"tt0097099","1989","79 min"
"1989",62,"Writing (Screenplay Written Directly for the Screen)",1,"Tom Schulman",NA,"Dead Poets Society",NA,"tt0097165","1989","128 min"
"1989",62,"Actress in a Leading Role",1,"Jessica Tandy",NA,"Driving Miss Daisy",NA,"tt0097239","1989","99 min"
"1989",62,"Best Picture",1,"Richard D. Zanuck and Lili Fini Zanuck, Producers",NA,"Driving Miss Daisy",NA,"tt0097239","1989","99 min"
"1989",62,"Makeup",1,"Manlio Rocchetti, Lynn Barber, Kevin Haney",NA,"Driving Miss Daisy",NA,"tt0097239","1989","99 min"
"1989",62,"Writing (Screenplay Based on Material from Another Medium)",1,"Alfred Uhry",NA,"Driving Miss Daisy",NA,"tt0097239","1989","99 min"
"1989",62,"Actor in a Supporting Role",1,"Denzel Washington",NA,"Glory",NA,"tt0097441","1989","122 min"
"1989",62,"Cinematography",1,"Freddie Francis",NA,"Glory",NA,"tt0097441","1989","122 min"
"1989",62,"Sound",1,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",NA,"Glory",NA,"tt0097441","1989","122 min"
"1989",62,"Costume Design",1,"Phyllis Dalton",NA,"Henry V",NA,"tt0097499","1989","137 min"
"1989",62,"Sound Effects Editing",1,"Ben Burtt, Richard Hymns",NA,"Indiana Jones and the Last Crusade",NA,"tt0097576","1989","127 min"
"1989",62,"Actor in a Leading Role",1,"Daniel Day Lewis",NA,"My Left Foot",NA,"tt0097937","1989","103 min"
"1989",62,"Actress in a Supporting Role",1,"Brenda Fricker",NA,"My Left Foot",NA,"tt0097937","1989","103 min"
"1989",62,"Visual Effects",1,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",NA,"The Abyss",NA,"tt0096754","1989","140 min"
"1989",62,"Documentary (Short Subject)",1,"Charles Guggenheim, Producer",NA,"The Johnstown Flood",NA,"tt0097628","1989","26 min"
"1989",62,"Music (Original Song)",1,"Music by Alan Menken; Lyric by Howard Ashman","""Under The Sea""","The Little Mermaid",NA,"tt0097757","1989","83 min"
"1989",62,"Music (Original Score)",1,"Alan Menken",NA,"The Little Mermaid",NA,"tt0097757","1989","83 min"
"1989",62,"Short Film (Live Action)",1,"James Hendrie",NA,"Work Experience",NA,"tt0098677","1989","11 min"
"1990",63,"Short Film (Animated)",1,"Nick Park",NA,"Creature Comforts",NA,"tt0099317","1989","5 min"
"1990",63,"Costume Design",1,"Franca Squarciapino",NA,"Cyrano de Bergerac",NA,"tt0099334","1990","137 min"
"1990",63,"Costume Design",1,"Franca Squarciapino",NA,"Cyrano de Bergerac",NA,"tt0042367","1950","113 min"
"1990",63,"Documentary (Short Subject)",1,"Steven Okazaki, Producer",NA,"Days of Waiting",NA,"tt0099372","1991","28 min"
"1990",63,"Music (Original Song)",1,"Music and Lyric by Stephen Sondheim","""Sooner Or Later (I Always Get My Man)""","Dick Tracy",NA,"tt0099422","1990","105 min"
"1990",63,"Art Direction",1,"Art Direction: Richard Sylbert; Set Decoration: Rick Simpson",NA,"Dick Tracy",NA,"tt0099422","1990","105 min"
"1990",63,"Makeup",1,"John Caglione, Jr., Doug Drexler",NA,"Dick Tracy",NA,"tt0099422","1990","105 min"
"1990",63,"Special Achievement Award (Visual Effects)",1,"Total Recall",NA,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",NA,NA,NA,NA
"1990",63,"Actress in a Supporting Role",1,"Whoopi Goldberg",NA,"Ghost",NA,"tt0099653","1990","127 min"
"1990",63,"Writing (Screenplay Written Directly for the Screen)",1,"Bruce Joel Rubin",NA,"Ghost",NA,"tt0099653","1990","127 min"
"1990",63,"Actor in a Supporting Role",1,"Joe Pesci",NA,"Good Fellas",NA,NA,NA,NA
"1990",63,"Foreign Language Film",1,"Switzerland",NA,"Journey of Hope",NA,"tt0100470","1990","105 min"
"1990",63,"Actress in a Leading Role",1,"Kathy Bates",NA,"Misery",NA,"tt0100157","1990","107 min"
"1990",63,"Actor in a Leading Role",1,"Jeremy Irons",NA,"Reversal of Fortune",NA,"tt0100486","1990","111 min"
"1990",63,"Sound Effects Editing",1,"Cecelia Hall, George Watters II",NA,"The Hunt for Red October",NA,"tt0099810","1990","135 min"
"1990",63,"Short Film (Live Action)",1,"Adam Davidson",NA,"The Lunch Date",NA,"tt0100076","1989","12 min"
"1991",64,"Music (Original Song)",1,"Music by Alan Menken; Lyric by Howard Ashman","""Beauty And The Beast""","Beauty and the Beast",NA,"tt0101414","1991","84 min"
"1991",64,"Music (Original Score)",1,"Alan Menken",NA,"Beauty and the Beast",NA,"tt0101414","1991","84 min"
"1991",64,"Art Direction",1,"Art Direction: Dennis Gassner; Set Decoration: Nancy Haigh",NA,"Bugsy",NA,"tt0101516","1991","136 min"
"1991",64,"Costume Design",1,"Albert Wolsky",NA,"Bugsy",NA,"tt0101516","1991","136 min"
"1991",64,"Actor in a Supporting Role",1,"Jack Palance",NA,"City Slickers",NA,"tt0101587","1991","113 min"
"1991",64,"Documentary (Short Subject)",1,"Debra Chasnoff, Producer",NA,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",NA,"tt0101683","1991","27 min"
"1991",64,"Documentary (Feature)",1,"Allie Light and Irving Saraf, Producers",NA,"In the Shadow of the Stars",NA,"tt0102114","1991","93 min"
"1991",64,"Cinematography",1,"Robert Richardson",NA,"JFK",NA,"tt0102138","1991","189 min"
"1991",64,"Film Editing",1,"Joe Hutshing, Pietro Scalia",NA,"JFK",NA,"tt0102138","1991","189 min"
"1991",64,"Short Film (Animated)",1,"Daniel Greaves",NA,"Manipulation",NA,"tt0102392","1991","7 min"
"1991",64,"Foreign Language Film",1,"Italy",NA,"Mediterraneo",NA,"tt0102426","1991","96 min"
"1991",64,"Short Film (Live Action)",1,"Seth Winston, Rob Fried",NA,"Session Man",NA,"tt0108086","1991","31 min"
"1991",64,"Actress in a Supporting Role",1,"Mercedes Ruehl",NA,"The Fisher King",NA,"tt0101889","1991","137 min"
"1991",64,"Writing (Screenplay Written Directly for the Screen)",1,"Callie Khouri",NA,"Thelma & Louise",NA,"tt0103074","1991","130 min"
"1992",65,"Cinematography",1,"Philippe Rousselot",NA,"A River Runs through It",NA,NA,NA,NA
"1992",65,"Music (Original Song)",1,"Music by Alan Menken; Lyric by Tim Rice","""A Whole New World""","Aladdin",NA,"tt0103639","1992","90 min"
"1992",65,"Music (Original Score)",1,"Alan Menken",NA,"Aladdin",NA,"tt0103639","1992","90 min"
"1992",65,"Costume Design",1,"Eiko Ishioka",NA,"Bram Stoker's Dracula",NA,NA,NA,NA
"1992",65,"Makeup",1,"Greg Cannom, Michèle Burke, Matthew W. Mungle",NA,"Bram Stoker's Dracula",NA,NA,NA,NA
"1992",65,"Sound Effects Editing",1,"Tom C. McCarthy, David E. Stone",NA,"Bram Stoker's Dracula",NA,NA,NA,NA
"1992",65,"Visual Effects",1,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",NA,"Death Becomes Her",NA,"tt0104070","1992","104 min"
"1992",65,"Documentary (Short Subject)",1,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",NA,"Educating Peter",NA,"tt0104167","1992","30 min"
"1992",65,"Actress in a Leading Role",1,"Emma Thompson",NA,"Howards End",NA,"tt0104454","1992","142 min"
"1992",65,"Art Direction",1,"Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker",NA,"Howards End",NA,"tt0104454","1992","142 min"
"1992",65,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Ruth Prawer Jhabvala",NA,"Howards End",NA,"tt0104454","1992","142 min"
"1992",65,"Foreign Language Film",1,"France",NA,"Indochine",NA,"tt0104507","1992","160 min"
"1992",65,"Short Film (Animated)",1,"Joan C. Gratz",NA,"Mona Lisa Descending a Staircase",NA,"tt0104908","1992","7 min"
"1992",65,"Actress in a Supporting Role",1,"Marisa Tomei",NA,"My Cousin Vinny",NA,"tt0104952","1992","120 min"
"1992",65,"Short Film (Live Action)",1,"Sam Karmann",NA,"Omnibus",NA,"tt0105051","1992","8 min"
"1992",65,"Actor in a Leading Role",1,"Al Pacino",NA,"Scent of a Woman",NA,"tt0105323","1992","156 min"
"1992",65,"Writing (Screenplay Written Directly for the Screen)",1,"Neil Jordan",NA,"The Crying Game",NA,"tt0104036","1992","112 min"
"1992",65,"Documentary (Feature)",1,"Barbara Trent and David Kasper, Producers",NA,"The Panama Deception",NA,"tt0105089","1992","91 min"
"1992",65,"Actor in a Supporting Role",1,"Gene Hackman",NA,"Unforgiven",NA,"tt0105695","1992","130 min"
"1992",65,"Best Picture",1,"Clint Eastwood, Producer",NA,"Unforgiven",NA,"tt0105695","1992","130 min"
"1992",65,"Directing",1,"Clint Eastwood",NA,"Unforgiven",NA,"tt0105695","1992","130 min"
"1992",65,"Film Editing",1,"Joel Cox",NA,"Unforgiven",NA,"tt0105695","1992","130 min"
"1993",66,"Foreign Language Film",1,"Spain",NA,"Belle Epoque",NA,"tt0103791","1992","109 min"
"1993",66,"Short Film (Live Action)",1,"Pepe Danquart",NA,"Black Rider (Schwarzfahrer)",NA,NA,NA,NA
"1993",66,"Documentary (Short Subject)",1,"Margaret Lazarus, Renner Wunderlich",NA,"Defending Our Lives",NA,"tt0106694","1994","42 min"
"1993",66,"Documentary (Feature)",1,"Susan Raymond, Alan Raymond",NA,"I Am a Promise: The Children of Stanton Elementary School",NA,"tt0107177","1993","89 min"
"1993",66,"Sound",1,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",NA,"Jurassic Park",NA,"tt0107290","1993","127 min"
"1993",66,"Sound Effects Editing",1,"Gary Rydstrom, Richard Hymns",NA,"Jurassic Park",NA,"tt0107290","1993","127 min"
"1993",66,"Visual Effects",1,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",NA,"Jurassic Park",NA,"tt0107290","1993","127 min"
"1993",66,"Makeup",1,"Greg Cannom, Ve Neill, Yolanda Toussieng",NA,"Mrs. Doubtfire",NA,"tt0107614","1993","125 min"
"1993",66,"Music (Original Song)",1,"Music and Lyric by Bruce Springsteen","""Streets Of Philadelphia""","Philadelphia",NA,"tt0107818","1993","125 min"
"1993",66,"Actor in a Leading Role",1,"Tom Hanks",NA,"Philadelphia",NA,"tt0107818","1993","125 min"
"1993",66,"Costume Design",1,"Gabriella Pescucci",NA,"The Age of Innocence",NA,"tt0106226","1993","139 min"
"1993",66,"Actor in a Supporting Role",1,"Tommy Lee Jones",NA,"The Fugitive",NA,"tt0106977","1993","130 min"
"1993",66,"Actress in a Leading Role",1,"Holly Hunter",NA,"The Piano",NA,"tt0107822","1993","121 min"
"1993",66,"Actress in a Supporting Role",1,"Anna Paquin",NA,"The Piano",NA,"tt0107822","1993","121 min"
"1993",66,"Writing (Screenplay Written Directly for the Screen)",1,"Jane Campion",NA,"The Piano",NA,"tt0107822","1993","121 min"
"1993",66,"Short Film (Animated)",1,"Nick Park",NA,"The Wrong Trousers",NA,"tt0108598","1993","30 min"
"1994",67,"Documentary (Short Subject)",1,"Charles Guggenheim",NA,"A Time for Justice",NA,"tt0111436","1994","38 min"
"1994",67,"Actress in a Leading Role",1,"Jessica Lange",NA,"Blue Sky",NA,"tt0109306","1994","101 min"
"1994",67,"Short Film (Animated)",1,"Alison Snowden, David Fine",NA,"Bob's Birthday",NA,"tt0106446","1993","12 min"
"1994",67,"Actress in a Supporting Role",1,"Dianne Wiest",NA,"Bullets over Broadway",NA,NA,NA,NA
"1994",67,"Foreign Language Film",1,"Russia",NA,"Burnt by the Sun",NA,"tt0111579","1994","135 min"
"1994",67,"Actor in a Supporting Role",1,"Martin Landau",NA,"Ed Wood",NA,"tt0109707","1994","127 min"
"1994",67,"Makeup",1,"Rick Baker, Ve Neill, Yolanda Toussieng",NA,"Ed Wood",NA,"tt0109707","1994","127 min"
"1994",67,"Actor in a Leading Role",1,"Tom Hanks",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
"1994",67,"Best Picture",1,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
"1994",67,"Directing",1,"Robert Zemeckis",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
"1994",67,"Film Editing",1,"Arthur Schmidt",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
"1994",67,"Visual Effects",1,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
"1994",67,"Writing (Screenplay Based on Material Previously Produced or Published)",1,"Eric Roth",NA,"Forrest Gump",NA,"tt0109830","1994","142 min"
